Unnamed: 0,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
1561,51.0,Self Enquiry,3,27.0,Small Business,Male,3,3.0,Deluxe,3.0,Single,1.0,1,5,0,2.0,Manager,20441.0
304,39.0,Self Enquiry,1,6.0,Small Business,Male,2,2.0,Standard,3.0,Married,1.0,0,3,1,0.0,Senior Manager,24613.0
628,37.0,Self Enquiry,3,22.0,Small Business,Male,3,4.0,Deluxe,3.0,Married,5.0,0,5,1,2.0,Manager,21334.0
710,33.0,Company Invited,3,23.0,Salaried,Male,2,3.0,Super Deluxe,3.0,Single,2.0,0,3,1,1.0,AVP,32444.0
4045,51.0,Company Invited,3,19.0,Small Business,Fe Male,4,4.0,Standard,3.0,Unmarried,6.0,0,5,1,3.0,Senior Manager,27886.0
3738,42.0,Self Enquiry,1,12.0,Salaried,Male,3,2.0,Deluxe,4.0,Unmarried,5.0,0,5,1,1.0,Manager,25548.0
2763,33.0,Self Enquiry,3,15.0,Large Business,Female,4,5.0,Deluxe,4.0,Divorced,3.0,1,2,1,1.0,Manager,23906.0
3267,30.0,Company Invited,1,17.0,Salaried,Female,4,4.0,Basic,4.0,Married,2.0,0,5,1,1.0,Executive,21969.0
2779,41.0,Self Enquiry,3,7.0,Small Business,Male,3,6.0,Deluxe,3.0,Divorced,4.0,1,3,1,1.0,Manager,26135.0
3466,38.0,Company Invited,1,12.0,Large Business,Male,3,2.0,Basic,3.0,Unmarried,2.0,0,5,1,1.0,Executive,22178.0
3418,28.0,Company Invited,3,9.0,Salaried,Male,3,6.0,Deluxe,3.0,Unmarried,5.0,0,4,1,2.0,Manager,23749.0
3668,27.0,Self Enquiry,1,24.0,Small Business,Male,4,6.0,Basic,3.0,Married,3.0,0,3,0,3.0,Executive,20983.0
1788,27.0,Self Enquiry,1,11.0,Salaried,Female,2,3.0,Basic,4.0,Single,2.0,1,3,0,1.0,Executive,17478.0
4430,24.0,Self Enquiry,1,11.0,Small Business,Male,3,2.0,Basic,5.0,Married,4.0,0,4,0,2.0,Executive,21497.0
2076,34.0,Company Invited,1,22.0,Salaried,Female,3,4.0,Basic,3.0,Single,2.0,0,5,1,2.0,Executive,17553.0
4856,37.0,Self Enquiry,3,17.0,Small Business,Male,3,5.0,Standard,5.0,Married,2.0,0,5,0,1.0,Senior Manager,25772.0
2317,34.0,Company Invited,1,7.0,Small Business,Male,3,4.0,Deluxe,5.0,Single,1.0,0,1,0,0.0,Manager,20343.0
216,30.0,Company Invited,3,32.0,Small Business,Female,2,4.0,Deluxe,5.0,Unmarried,6.0,0,2,0,1.0,Manager,21696.0
1640,27.0,Self Enquiry,1,23.0,Large Business,Male,2,3.0,Basic,4.0,Married,1.0,1,4,0,0.0,Executive,18058.0
3290,36.0,Self Enquiry,1,9.0,Salaried,Male,3,5.0,Standard,4.0,Married,4.0,0,4,1,1.0,Senior Manager,28952.0
1713,40.0,Self Enquiry,1,30.0,Large Business,Male,3,3.0,Deluxe,3.0,Married,2.0,0,3,1,1.0,Manager,18319.0
2908,38.0,Self Enquiry,1,7.0,Large Business,Fe Male,3,4.0,Standard,3.0,Unmarried,6.0,0,5,1,2.0,Senior Manager,26169.0
3770,33.0,Self Enquiry,3,9.0,Small Business,Male,3,5.0,Deluxe,4.0,Single,2.0,1,1,1,1.0,Manager,28585.0
4251,30.0,Self Enquiry,1,16.0,Salaried,Male,2,5.0,Basic,3.0,Unmarried,2.0,0,1,1,1.0,Executive,22661.0
2169,52.0,Self Enquiry,1,6.0,Salaried,Male,3,3.0,Super Deluxe,3.0,Married,3.0,0,1,1,2.0,AVP,32099.0
3681,33.0,Self Enquiry,3,7.0,Salaried,Male,3,6.0,Deluxe,4.0,Unmarried,8.0,0,3,0,2.0,Manager,25413.0
4806,20.0,Company Invited,1,17.0,Small Business,Female,4,5.0,Basic,4.0,Single,3.0,1,5,0,3.0,Executive,20537.0
8,38.0,Company Invited,1,29.0,Salaried,Male,2,4.0,Standard,3.0,Unmarried,1.0,0,3,0,0.0,Senior Manager,24526.0
2114,31.0,Self Enquiry,1,17.0,Salaried,Male,2,3.0,Basic,3.0,Married,4.0,1,3,0,0.0,Executive,17356.0
3223,52.0,Self Enquiry,1,11.0,Salaried,Male,3,4.0,Basic,3.0,Divorced,2.0,1,2,1,2.0,Executive,21139.0
4056,39.0,Self Enquiry,1,10.0,Large Business,Female,3,4.0,Deluxe,3.0,Unmarried,5.0,1,5,1,1.0,Manager,22995.0
4051,40.0,Self Enquiry,3,11.0,Salaried,Female,3,5.0,Deluxe,3.0,Married,6.0,0,5,1,2.0,Manager,24580.0
3409,26.0,Self Enquiry,1,26.0,Small Business,Male,4,4.0,Basic,3.0,Divorced,5.0,0,5,1,3.0,Executive,22347.0
1223,47.0,Company Invited,3,15.0,Salaried,Male,2,5.0,Super Deluxe,3.0,Married,1.0,0,5,1,1.0,AVP,27936.0
2234,28.0,Self Enquiry,3,16.0,Small Business,Male,3,3.0,Basic,4.0,Married,2.0,0,5,0,2.0,Executive,16052.0
3272,19.0,Company Invited,1,15.0,Small Business,Male,4,4.0,Basic,3.0,Single,3.0,0,5,0,1.0,Executive,20582.0
2031,52.0,Self Enquiry,3,9.0,Small Business,Male,2,4.0,Super Deluxe,5.0,Married,2.0,0,5,1,0.0,AVP,31856.0
2615,20.0,Company Invited,3,7.0,Large Business,Female,4,6.0,Basic,5.0,Single,2.0,0,3,1,2.0,Executive,21003.0
2471,43.0,Self Enquiry,3,15.0,Small Business,Male,3,4.0,Deluxe,4.0,Divorced,2.0,0,3,0,2.0,Manager,25503.0
4807,30.0,Self Enquiry,1,8.0,Salaried,Female,4,4.0,Basic,3.0,Married,3.0,0,1,1,3.0,Executive,22438.0
3896,51.0,Company Invited,3,7.0,Salaried,Male,4,4.0,Deluxe,3.0,Married,2.0,0,3,1,2.0,Manager,25406.0
4122,41.0,Company Invited,1,16.0,Salaried,Male,4,5.0,Deluxe,3.0,Married,2.0,0,5,0,2.0,Manager,23554.0
2598,33.0,Company Invited,3,15.0,Small Business,Fe Male,3,4.0,Standard,3.0,Unmarried,3.0,0,4,1,2.0,Senior Manager,27676.0
2806,22.0,Company Invited,3,16.0,Small Business,Male,3,4.0,Basic,3.0,Unmarried,3.0,0,4,0,1.0,Executive,21288.0
1831,40.0,Self Enquiry,1,16.0,Salaried,Female,2,1.0,Basic,3.0,Married,4.0,1,3,0,1.0,Executive,17213.0
1972,53.0,Self Enquiry,3,6.0,Small Business,Female,2,3.0,Deluxe,5.0,Unmarried,1.0,0,1,1,1.0,Manager,23381.0
3512,29.0,Company Invited,1,9.0,Small Business,Male,3,5.0,Basic,5.0,Single,2.0,0,4,0,1.0,Executive,21239.0
4405,44.0,Company Invited,1,16.0,Small Business,Male,4,4.0,Deluxe,3.0,Married,5.0,1,3,1,3.0,Manager,24357.0
2942,23.0,Self Enquiry,1,13.0,Small Business,Male,4,4.0,Basic,3.0,Divorced,2.0,0,2,1,1.0,Executive,21451.0
3268,43.0,Self Enquiry,1,36.0,Small Business,Male,3,6.0,Deluxe,3.0,Unmarried,6.0,0,3,1,1.0,Manager,22950.0
2180,33.0,Company Invited,3,23.0,Salaried,Male,2,3.0,Super Deluxe,3.0,Single,2.0,0,3,1,0.0,AVP,32444.0
4272,37.0,Company Invited,3,7.0,Small Business,Fe Male,3,4.0,Deluxe,3.0,Unmarried,6.0,0,1,1,2.0,Manager,25331.0
1432,37.0,Self Enquiry,1,16.0,Salaried,Female,2,1.0,Standard,3.0,Married,2.0,1,1,0,1.0,Senior Manager,28744.0
4241,40.0,Self Enquiry,3,10.0,Small Business,Female,3,4.0,Deluxe,3.0,Married,6.0,1,4,1,2.0,Manager,23916.0
4510,36.0,Self Enquiry,1,7.0,Salaried,Female,3,2.0,Basic,3.0,Single,5.0,0,3,1,2.0,Executive,21184.0
3636,50.0,Self Enquiry,1,23.0,Small Business,Female,4,4.0,Basic,5.0,Married,6.0,1,1,1,2.0,Executive,21265.0
1827,21.0,Company Invited,3,6.0,Large Business,Female,3,4.0,Basic,4.0,Single,2.0,1,5,1,2.0,Executive,17174.0
4816,28.0,Self Enquiry,3,9.0,Small Business,Female,4,6.0,King,4.0,Single,4.0,1,5,1,2.0,VP,21195.0
2657,52.0,Self Enquiry,1,15.0,Salaried,Male,3,5.0,Standard,4.0,Divorced,7.0,0,3,1,2.0,Senior Manager,31168.0
2416,40.0,Self Enquiry,1,14.0,Small Business,Male,3,4.0,Basic,3.0,Unmarried,2.0,1,4,1,2.0,Executive,24094.0
2322,29.0,Self Enquiry,1,12.0,Small Business,Female,2,3.0,Basic,3.0,Married,2.0,0,3,0,1.0,Executive,18131.0
53,35.0,Company Invited,1,17.0,Small Business,Male,3,4.0,Standard,5.0,Divorced,3.0,1,5,1,1.0,Senior Manager,24884.0
4187,38.0,Self Enquiry,3,13.0,Small Business,Male,4,4.0,Deluxe,3.0,Married,6.0,0,3,1,1.0,Manager,25180.0
110,51.0,Company Invited,1,6.0,Small Business,Female,1,4.0,Standard,5.0,Unmarried,4.0,0,2,1,0.0,Senior Manager,22484.0
4276,22.0,Company Invited,3,16.0,Small Business,Male,3,4.0,Basic,3.0,Unmarried,3.0,0,4,1,1.0,Executive,21288.0
2069,36.0,Self Enquiry,2,19.0,Salaried,Male,2,3.0,Basic,4.0,Married,5.0,0,3,1,1.0,Executive,17143.0
2365,31.0,Self Enquiry,1,17.0,Small Business,Male,3,3.0,Deluxe,5.0,Married,2.0,1,1,1,1.0,Manager,21833.0
3837,28.0,Self Enquiry,3,16.0,Small Business,Male,3,4.0,Deluxe,3.0,Unmarried,3.0,0,1,0,2.0,Manager,22783.0
4230,50.0,Self Enquiry,1,7.0,Large Business,Female,3,5.0,Super Deluxe,3.0,Single,2.0,1,3,0,1.0,AVP,32642.0
4747,28.0,Self Enquiry,1,13.0,Salaried,Male,3,5.0,Basic,3.0,Married,3.0,0,1,1,2.0,Executive,21217.0
1229,40.0,Self Enquiry,1,14.0,Salaried,Female,3,3.0,Deluxe,5.0,Married,3.0,1,1,0,0.0,Manager,21516.0
252,29.0,Self Enquiry,1,21.0,Salaried,Male,2,3.0,Basic,3.0,Single,2.0,0,3,0,0.0,Executive,17340.0
3728,40.0,Self Enquiry,1,17.0,Small Business,Male,4,4.0,Standard,3.0,Single,2.0,0,3,1,1.0,Senior Manager,32142.0
3365,29.0,Company Invited,1,7.0,Small Business,Male,3,4.0,Basic,3.0,Single,2.0,1,4,0,1.0,Executive,20832.0
4800,31.0,Self Enquiry,1,8.0,Small Business,Male,4,4.0,Basic,4.0,Married,2.0,1,4,1,3.0,Executive,22257.0
148,41.0,Self Enquiry,1,15.0,Salaried,Male,3,3.0,Basic,5.0,Divorced,3.0,0,2,0,2.0,Executive,17238.0
980,31.0,Company Invited,3,8.0,Salaried,Female,2,4.0,Basic,3.0,Single,1.0,0,5,0,1.0,Executive,17785.0
2931,21.0,Self Enquiry,1,7.0,Salaried,Female,3,5.0,Basic,4.0,Unmarried,3.0,0,4,1,1.0,Executive,21514.0
3800,42.0,Self Enquiry,3,15.0,Small Business,Female,3,4.0,Deluxe,4.0,Married,7.0,0,3,1,2.0,Manager,23071.0
4573,29.0,Self Enquiry,3,12.0,Small Business,Male,4,4.0,Deluxe,3.0,Unmarried,3.0,0,3,0,2.0,Manager,23586.0
3712,54.0,Company Invited,1,7.0,Small Business,Female,3,5.0,Super Deluxe,3.0,Married,6.0,1,1,0,1.0,AVP,31643.0
105,59.0,Company Invited,2,8.0,Salaried,Female,2,4.0,King,3.0,Divorced,1.0,0,2,1,1.0,VP,33844.0
258,51.0,Self Enquiry,1,6.0,Salaried,Male,3,3.0,Basic,3.0,Divorced,2.0,0,4,1,0.0,Executive,17723.0
2883,32.0,Company Invited,1,27.0,Salaried,Male,4,4.0,Standard,3.0,Divorced,5.0,0,3,1,1.0,Senior Manager,28502.0
4622,37.0,Company Invited,3,15.0,Large Business,Male,3,4.0,Deluxe,3.0,Married,6.0,0,3,1,2.0,Manager,23757.0
401,56.0,Company Invited,3,12.0,Salaried,Female,2,2.0,Super Deluxe,5.0,Divorced,1.0,0,3,1,0.0,AVP,28212.0
1881,60.0,Self Enquiry,1,13.0,Salaried,Female,2,3.0,King,5.0,Married,6.0,0,5,1,0.0,VP,34566.0
2673,30.0,Self Enquiry,1,25.0,Small Business,Male,3,5.0,Basic,3.0,Single,3.0,1,3,0,2.0,Executive,21067.0
3904,30.0,Self Enquiry,1,35.0,Small Business,Female,4,5.0,Basic,5.0,Unmarried,3.0,0,1,0,2.0,Executive,22463.0
3993,47.0,Self Enquiry,2,12.0,Small Business,Male,4,4.0,Deluxe,4.0,Married,2.0,1,5,1,3.0,Manager,23699.0
4356,37.0,Company Invited,3,17.0,Small Business,Male,3,4.0,Standard,3.0,Single,3.0,0,1,1,2.0,Senior Manager,28658.0
4076,29.0,Self Enquiry,1,28.0,Small Business,Male,3,4.0,Basic,3.0,Married,3.0,0,1,0,1.0,Executive,21391.0
3995,36.0,Self Enquiry,1,7.0,Small Business,Male,2,5.0,Basic,3.0,Unmarried,3.0,0,4,1,1.0,Executive,21537.0
1127,23.0,Self Enquiry,1,16.0,Large Business,Male,2,1.0,Basic,3.0,Married,3.0,0,1,1,0.0,Executive,17073.0
2519,32.0,Self Enquiry,1,15.0,Salaried,Female,4,4.0,Deluxe,3.0,Unmarried,3.0,0,5,0,2.0,Manager,23102.0
4496,41.0,Company Invited,1,9.0,Small Business,Female,3,2.0,Deluxe,4.0,Married,3.0,0,3,0,1.0,Manager,22922.0
3117,34.0,Self Enquiry,1,7.0,Salaried,Male,4,5.0,Basic,5.0,Unmarried,5.0,1,4,0,1.0,Executive,21477.0
4507,37.0,Self Enquiry,1,7.0,Salaried,Female,3,4.0,Deluxe,4.0,Married,2.0,0,5,1,2.0,Manager,23906.0
64,36.0,Self Enquiry,1,14.0,Large Business,Female,2,3.0,Standard,3.0,Married,2.0,0,4,1,1.0,Senior Manager,25096.0
990,33.0,Company Invited,3,11.0,Salaried,Male,3,3.0,Deluxe,3.0,Divorced,7.0,0,1,1,2.0,Manager,24998.0
4212,37.0,Company Invited,1,25.0,Salaried,Male,3,2.0,Basic,3.0,Married,6.0,0,5,1,2.0,Executive,22366.0
3172,55.0,Self Enquiry,1,24.0,Large Business,Female,3,4.0,Standard,3.0,Divorced,2.0,0,5,1,1.0,Senior Manager,29417.0
3926,32.0,Self Enquiry,1,33.0,Salaried,Male,3,4.0,Basic,3.0,Married,3.0,0,3,1,2.0,Executive,21589.0
67,45.0,Self Enquiry,1,13.0,Salaried,Male,2,3.0,Standard,5.0,Married,3.0,0,3,1,1.0,Senior Manager,24724.0
3591,50.0,Self Enquiry,1,32.0,Salaried,Female,3,4.0,Basic,5.0,Married,3.0,0,3,0,1.0,Executive,21889.0
3132,20.0,Self Enquiry,3,28.0,Salaried,Male,3,5.0,Basic,4.0,Single,3.0,1,2,0,2.0,Executive,20799.0
1519,35.0,Self Enquiry,1,14.0,Salaried,Male,2,1.0,Basic,3.0,Married,2.0,0,5,1,1.0,Executive,17269.0
1621,35.0,Self Enquiry,3,6.0,Small Business,Male,3,3.0,Standard,4.0,Married,2.0,0,4,0,0.0,Senior Manager,22295.0
2045,54.0,Self Enquiry,1,25.0,Small Business,Female,3,3.0,Deluxe,5.0,Married,1.0,1,3,0,2.0,Manager,20485.0
1210,33.0,Self Enquiry,1,27.0,Small Business,Male,3,1.0,Basic,4.0,Married,2.0,0,1,1,1.0,Executive,17028.0
3982,36.0,Company Invited,1,7.0,Small Business,Male,4,4.0,Basic,5.0,Married,6.0,0,1,0,2.0,Executive,20872.0
2562,37.0,Self Enquiry,1,10.0,Salaried,Female,3,4.0,Basic,3.0,Married,7.0,0,2,1,1.0,Executive,21513.0
3882,24.0,Company Invited,3,16.0,Small Business,Male,3,4.0,Basic,5.0,Married,3.0,0,5,1,1.0,Executive,20468.0
2154,40.0,Self Enquiry,3,16.0,Small Business,Male,3,4.0,Standard,4.0,Married,3.0,0,4,0,0.0,Senior Manager,24705.0
1251,30.0,Self Enquiry,3,21.0,Small Business,Male,3,4.0,Standard,5.0,Married,3.0,0,1,0,2.0,Senior Manager,22140.0
3601,36.0,Company Invited,1,15.0,Salaried,Female,3,4.0,Deluxe,3.0,Married,3.0,0,5,1,2.0,Manager,22826.0
4341,61.0,Company Invited,3,35.0,Small Business,Female,4,5.0,Standard,5.0,Married,6.0,0,1,1,1.0,Senior Manager,28944.0
3780,56.0,Self Enquiry,1,9.0,Large Business,Male,4,5.0,Basic,3.0,Married,2.0,0,5,0,1.0,Executive,21340.0
4207,27.0,Self Enquiry,3,11.0,Small Business,Male,3,5.0,Deluxe,3.0,Unmarried,3.0,1,1,1,1.0,Manager,24506.0
4375,36.0,Self Enquiry,3,7.0,Small Business,Fe Male,4,4.0,Deluxe,3.0,Unmarried,3.0,0,4,1,1.0,Manager,23537.0
620,35.0,Self Enquiry,1,33.0,Small Business,Female,2,4.0,Basic,5.0,Single,2.0,0,4,1,1.0,Executive,17559.0
3089,30.0,Self Enquiry,3,7.0,Small Business,Female,3,5.0,Basic,3.0,Married,8.0,1,2,0,2.0,Executive,21478.0
3885,57.0,Company Invited,1,7.0,Salaried,Male,3,4.0,Deluxe,3.0,Married,3.0,0,3,0,1.0,Manager,24984.0
4444,28.0,Self Enquiry,1,7.0,Salaried,Female,4,4.0,Standard,5.0,Married,3.0,0,4,0,3.0,Senior Manager,26090.0
1693,38.0,Self Enquiry,3,9.0,Salaried,Male,3,3.0,Standard,3.0,Married,1.0,0,1,1,1.0,Senior Manager,25609.0
2880,34.0,Self Enquiry,1,17.0,Small Business,Male,3,6.0,Basic,3.0,Married,2.0,0,5,0,1.0,Executive,22086.0
3920,60.0,Self Enquiry,1,10.0,Small Business,Female,3,2.0,Basic,5.0,Married,6.0,1,1,0,2.0,Executive,21348.0
2314,30.0,Self Enquiry,3,16.0,Small Business,Male,3,4.0,Deluxe,3.0,Married,2.0,0,1,0,1.0,Manager,21578.0
3044,33.0,Self Enquiry,1,11.0,Salaried,Female,4,5.0,Deluxe,3.0,Divorced,3.0,0,4,1,1.0,Manager,24840.0
2922,26.0,Self Enquiry,3,20.0,Small Business,Male,3,4.0,Basic,3.0,Divorced,3.0,0,3,1,1.0,Executive,20774.0
3607,38.0,Self Enquiry,1,17.0,Small Business,Female,4,4.0,Basic,4.0,Married,3.0,0,1,1,1.0,Executive,22614.0
2439,48.0,Self Enquiry,3,8.0,Small Business,Male,2,4.0,Deluxe,4.0,Unmarried,1.0,1,1,1,0.0,Manager,22898.0
3641,21.0,Self Enquiry,3,16.0,Salaried,Male,3,4.0,Basic,5.0,Unmarried,3.0,0,1,0,2.0,Executive,21406.0
3918,28.0,Self Enquiry,1,9.0,Small Business,Male,3,4.0,Basic,4.0,Married,2.0,0,5,1,2.0,Executive,22146.0
3517,29.0,Self Enquiry,1,36.0,Salaried,Male,4,6.0,Deluxe,4.0,Divorced,3.0,0,1,1,3.0,Manager,25227.0
4881,41.0,Self Enquiry,2,25.0,Salaried,Male,3,2.0,Basic,5.0,Married,2.0,0,1,1,2.0,Executive,21065.0
4837,35.0,Self Enquiry,3,16.0,Small Business,Male,3,4.0,Standard,3.0,Married,6.0,0,3,1,2.0,Senior Manager,23168.0
3798,57.0,Self Enquiry,1,31.0,Salaried,Male,4,4.0,Basic,3.0,Single,3.0,0,3,0,1.0,Executive,21265.0
1134,35.0,Self Enquiry,1,13.0,Salaried,Male,3,4.0,Basic,3.0,Married,2.0,0,3,1,0.0,Executive,17690.0
214,30.0,Self Enquiry,1,9.0,Large Business,Female,2,3.0,Basic,5.0,Single,6.0,1,4,1,1.0,Executive,17657.0
3844,39.0,Company Invited,2,7.0,Salaried,Male,3,4.0,Basic,4.0,Married,2.0,1,1,1,2.0,Executive,21669.0
41,27.0,Self Enquiry,1,8.0,Salaried,Female,2,3.0,Basic,5.0,Married,2.0,0,3,0,1.0,Executive,17341.0
549,34.0,Self Enquiry,1,14.0,Small Business,Female,3,3.0,Deluxe,3.0,Single,4.0,0,4,1,1.0,Manager,21142.0
4173,32.0,Company Invited,1,36.0,Small Business,Male,4,5.0,Basic,4.0,Unmarried,2.0,0,3,0,3.0,Executive,22157.0
529,38.0,Self Enquiry,1,6.0,Salaried,Female,2,2.0,Deluxe,3.0,Unmarried,1.0,0,2,1,1.0,Manager,22625.0
1585,37.0,Self Enquiry,3,9.0,Salaried,Male,2,3.0,Standard,3.0,Unmarried,3.0,0,3,0,1.0,Senior Manager,22428.0
4791,47.0,Self Enquiry,1,9.0,Large Business,Male,3,4.0,Deluxe,3.0,Married,4.0,0,1,0,1.0,Manager,26057.0
126,58.0,Self Enquiry,1,29.0,Small Business,Female,3,3.0,Standard,3.0,Divorced,2.0,0,3,1,0.0,Senior Manager,25312.0
193,43.0,Company Invited,1,13.0,Small Business,Male,2,2.0,Basic,3.0,Married,5.0,0,4,0,1.0,Executive,17089.0
3095,48.0,Self Enquiry,3,9.0,Small Business,Female,3,4.0,Deluxe,3.0,Divorced,2.0,1,2,1,1.0,Manager,23215.0
3509,56.0,Self Enquiry,1,11.0,Salaried,Male,2,4.0,Deluxe,3.0,Divorced,2.0,1,4,0,1.0,Manager,22713.0
243,40.0,Self Enquiry,1,30.0,Large Business,Male,3,3.0,Deluxe,3.0,Married,2.0,0,3,1,1.0,Manager,18319.0
1723,42.0,Self Enquiry,1,23.0,Salaried,Female,2,1.0,Deluxe,5.0,Unmarried,4.0,1,1,1,1.0,Manager,21545.0
1094,40.0,Self Enquiry,3,15.0,Small Business,Male,2,3.0,Deluxe,5.0,Married,1.0,0,3,1,1.0,Manager,20473.0
4740,39.0,Self Enquiry,2,7.0,Salaried,Male,3,2.0,Basic,3.0,Married,3.0,0,4,1,1.0,Executive,21522.0
2278,29.0,Self Enquiry,1,34.0,Salaried,Female,3,3.0,Basic,3.0,Married,5.0,0,5,1,0.0,Executive,17514.0
4860,41.0,Self Enquiry,1,15.0,Small Business,Male,4,5.0,Basic,3.0,Unmarried,3.0,1,4,1,3.0,Executive,27772.0
367,50.0,Self Enquiry,1,16.0,Large Business,Male,3,4.0,Standard,3.0,Unmarried,7.0,0,5,0,2.0,Senior Manager,25496.0
4052,26.0,Self Enquiry,3,35.0,Salaried,Male,3,5.0,Deluxe,3.0,Married,4.0,0,4,1,2.0,Manager,27317.0
1692,37.0,Company Invited,1,17.0,Salaried,Male,2,3.0,Standard,3.0,Married,2.0,1,3,1,1.0,Senior Manager,27185.0
3136,33.0,Self Enquiry,1,10.0,Small Business,Female,4,4.0,Deluxe,5.0,Divorced,3.0,0,2,1,2.0,Manager,25403.0
2172,30.0,Self Enquiry,3,14.0,Salaried,Male,3,3.0,Standard,3.0,Married,6.0,0,3,1,0.0,Senior Manager,22264.0
3593,28.0,Self Enquiry,1,26.0,Salaried,Male,4,5.0,Basic,5.0,Married,3.0,0,1,0,1.0,Executive,22744.0
2421,41.0,Company Invited,3,15.0,Salaried,Male,2,5.0,Super Deluxe,3.0,Married,1.0,0,5,1,1.0,AVP,21151.0
966,58.0,Self Enquiry,1,13.0,Small Business,Female,2,4.0,Standard,5.0,Divorced,1.0,1,4,1,0.0,Senior Manager,25008.0
4545,45.0,Self Enquiry,1,15.0,Salaried,Male,4,2.0,Basic,3.0,Married,4.0,1,3,1,1.0,Executive,21496.0
657,29.0,Self Enquiry,1,13.0,Small Business,Female,3,4.0,Basic,3.0,Married,7.0,0,5,1,0.0,Executive,17532.0
3011,35.0,Self Enquiry,3,9.0,Salaried,Male,3,4.0,Deluxe,3.0,Unmarried,3.0,0,5,0,1.0,Manager,24952.0
